BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks,Year,InningsRuns,ClientPlayerID
Daniel Sams,1.0,,MI,Mumbai Indians,11,60.0,11,17.0,2020-100mb00000000546-b254fce3f9ac11,252.0,370,107,42.46,167.0,28.46,19.38,19.38,64.32,5.04,8.8,42.0,83.0,15.0,0.0,31,19,21.0,1.0,0.0,5.0,13,4.0,30.0,4.0,30/4,30/4,0,0.0,1,0,0.0,,2022,30.0,4649.0
Bhuvneshwar Kumar,1.0,,SRH,Sunrisers Hyderabad,14,60.0,14,20.0,2018-100mb00000000015-3501d442e99c11,313.0,383,139,44.4,191.0,31.91,26.08,26.08,53.26,6.95,7.34,52.1,102.0,27.0,2.0,33,12,15.0,2.0,1.0,10.0,12,3.0,22.0,3.0,22/3,22/3,2,2.0,0,0,0.0,,2022,22.0,116.0
Maheesh Theekshana,1.0,,CSK,Chennai Super Kings,9,60.0,9,13.0,2021-100mb00000000629-11c540100bd311,210.0,261,68,32.38,144.0,21.75,17.5,17.5,52.87,7.24,7.45,35.0,103.0,11.0,0.0,18,11,2.0,0.0,4.0,2.0,12,4.0,33.0,4.0,33/4,33/4,0,0.0,1,0,0.0,,2022,33.0,20570.0
Ravichandran Ashwin,1.0,,RR,Rajasthan Royals,17,60.0,17,18.0,2018-100mb00000000045-f658f1b6f88a11,402.0,503,122,30.34,297.0,41.91,33.5,33.5,44.53,8.73,7.5,67.0,209.0,26.0,0.0,26,20,16.0,1.0,0.0,3.0,12,3.0,17.0,3.0,17/3,17/3,0,0.0,0,0,0.0,,2022,17.0,8.0
Lockie Ferguson,1.0,,GT,Gujarat Titans,13,60.0,13,35.0,2019-100mb00000000069-7aeb5c411e3711,286.0,427,116,40.55,182.0,35.58,23.83,23.83,68.38,4.53,8.95,47.4,93.0,15.0,0.0,43,20,11.0,1.0,1.0,5.0,12,4.0,28.0,4.0,28/4,28/4,0,0.0,1,0,0.0,,2022,28.0,3729.0
Obed McCoy,0.0,,RR,Rajasthan Royals,7,60.0,7,18.0,2021-100mb00000000645-1b97133f2fe811,155.0,237,48,30.96,124.0,21.54,14.09,14.09,54.0,5.53,9.17,25.5,67.0,11.0,2.0,20,8,16.0,2.0,4.0,1.0,11,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2022,23.0,20618.0
Yash Dayal,1.0,,GT,Gujarat Titans,9,60.0,9,35.0,2022-100mb00000000978-bc824605a44611,192.0,296,76,39.58,129.0,26.9,17.45,17.45,66.21,4.46,9.25,32.0,63.0,12.0,0.0,31,12,10.0,3.0,0.0,0.0,11,3.0,40.0,3.0,40/3,40/3,0,0.0,0,0,0.0,,2022,40.0,20591.0
Krunal Pandya,0.0,,LSG,Lucknow Super Giants,14,60.0,12,77.0,2018-100mb00000000017-5e389774e99c11,228.0,265,72,31.57,160.0,26.5,22.8,22.8,45.28,8.76,6.97,38.0,119.0,11.0,0.0,18,8,4.0,0.0,0.0,4.0,10,3.0,19.0,3.0,19/3,19/3,1,1.0,0,0,0.0,,2022,19.0,3183.0
Arshdeep Singh,0.0,,PBKS,Punjab Kings,14,60.0,14,15.0,2019-100mb00000000125-2485f88b449911,300.0,385,110,36.66,207.0,38.5,30.0,30.0,54.02,6.12,7.7,50.0,122.0,25.0,0.0,43,6,13.0,4.0,0.0,17.0,10,3.0,37.0,3.0,37/3,37/3,0,0.0,0,0,0.0,,2022,37.0,4698.0
Sunil Narine,0.0,,KKR,Kolkata Knight Riders,14,60.0,14,16.0,2019-100mb00000000156-a6b6f42c44aa11,336.0,312,142,42.26,200.0,34.66,37.33,37.33,38.46,14.0,5.57,56.0,153.0,18.0,0.0,12,12,6.0,0.0,0.0,7.0,9,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2022,21.0,203.0
Murugan Ashwin,1.0,,MI,Mumbai Indians,8,60.0,8,17.0,2019-100mb00000000135-c92ea856449b11,174.0,228,69,39.65,110.0,25.33,19.33,19.33,60.52,6.21,7.86,29.0,69.0,8.0,0.0,15,13,5.0,0.0,0.0,5.0,9,2.0,14.0,2.0,14/2,14/2,0,0.0,0,0,0.0,,2022,14.0,3187.0
Dushmantha Chameera,1.0,,LSG,Lucknow Super Giants,12,60.0,12,77.0,2021-100mb00000000608-14fdf8c4e64711,264.0,384,122,46.21,156.0,42.66,29.33,29.33,71.35,4.25,8.72,44.0,70.0,13.0,0.0,49,13,12.0,2.0,0.0,9.0,9,2.0,17.0,2.0,17/2,17/2,0,0.0,0,0,0.0,,2022,17.0,817.0
Anrich Nortje,1.0,,DC,Delhi Capitals,6,60.0,6,14.0,2019-100mb00000000142-040303a144a811,134.0,217,49,36.56,94.0,24.11,14.88,14.88,66.35,4.32,9.71,22.2,51.0,5.0,1.0,21,10,5.0,4.0,0.0,2.0,9,3.0,42.0,3.0,42/3,42/3,0,0.0,0,0,0.0,,2022,42.0,5433.0
Mohammed Siraj,1.0,,RCB,Royal Challengers Bangalore,15,60.0,15,19.0,2019-100mb00000000063-d9aa7a01187311,306.0,514,129,42.15,196.0,57.11,34.0,34.0,72.76,3.92,10.07,51.0,83.0,19.0,1.0,47,31,16.0,3.0,2.0,9.0,9,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2022,30.0,3840.0
Moeen Ali,0.0,,CSK,Chennai Super Kings,10,60.0,10,13.0,2019-100mb00000000206-501d92f644bb11,143.0,158,56,39.16,90.0,19.75,17.87,17.87,51.89,8.93,6.62,23.5,69.0,2.0,0.0,7,9,3.0,0.0,0.0,1.0,8,3.0,13.0,3.0,13/3,13/3,0,0.0,0,0,0.0,,2022,13.0,1735.0
Hardik Pandya,1.0,,GT,Gujarat Titans,15,60.0,10,35.0,2018-100mb00000000054-e3ebefa2050a11,183.0,222,76,41.53,113.0,27.75,22.87,22.87,54.05,6.77,7.27,30.3,66.0,12.0,2.0,21,6,5.0,1.0,0.0,4.0,8,3.0,17.0,3.0,17/3,17/3,0,0.0,0,0,0.0,,2022,17.0,2740.0
Mustafizur Rahman,0.0,,DC,Delhi Capitals,8,60.0,8,14.0,2019-100mb00000000258-e46e7f697acb11,192.0,244,76,39.58,123.0,30.5,24.0,24.0,55.73,6.19,7.62,32.0,70.0,14.0,1.0,25,6,7.0,0.0,1.0,3.0,8,3.0,18.0,3.0,18/3,18/3,0,0.0,0,0,0.0,,2022,18.0,1594.0
Riley Meredith,1.0,,MI,Mumbai Indians,8,60.0,8,17.0,2021-100mb00000000588-3ec656b291e011,168.0,236,76,45.23,105.0,29.5,21.0,21.0,62.71,5.25,8.42,28.0,50.0,11.0,1.0,22,10,13.0,0.0,0.0,5.0,8,2.0,24.0,2.0,24/2,24/2,0,0.0,0,0,0.0,,2022,24.0,4055.0
Kuldeep Sen,1.0,,RR,Rajasthan Royals,7,60.0,7,18.0,2022-100mb00000001005-56564f7fa44f11,151.0,237,59,39.07,98.0,29.62,18.87,18.87,68.35,4.31,9.41,25.1,47.0,9.0,1.0,24,11,6.0,0.0,0.0,3.0,8,4.0,20.0,4.0,20/4,20/4,0,0.0,1,0,0.0,,2022,20.0,20616.0
Jagadeesha Suchith,0.0,,SRH,Sunrisers Hyderabad,5,60.0,5,20.0,2019-100mb00000000231-e65f77ea61e111,108.0,140,49,45.37,66.0,20.0,15.42,15.42,58.57,6.75,7.77,18.0,37.0,5.0,1.0,7,9,7.0,0.0,0.0,1.0,7,2.0,12.0,2.0,12/2,12/2,0,0.0,0,0,0.0,,2022,12.0,2741.0
Marco Jansen,1.0,,SRH,Sunrisers Hyderabad,8,60.0,8,20.0,2021-100mb00000000586-8238f85f91de11,192.0,274,83,43.22,118.0,39.14,27.42,27.42,65.69,5.05,8.56,32.0,61.0,9.0,2.0,24,14,9.0,0.0,1.0,3.0,7,3.0,25.0,3.0,25/3,25/3,0,0.0,0,0,0.0,,2022,25.0,17068.0
Alzarri Joseph,1.0,,GT,Gujarat Titans,9,60.0,9,35.0,2019-100mb00000000229-75a4b0a0516011,180.0,264,72,40.0,113.0,37.71,25.71,25.71,65.9,4.86,8.8,30.0,60.0,12.0,0.0,24,13,4.0,1.0,1.0,4.0,7,2.0,34.0,2.0,34/2,34/2,0,0.0,0,0,0.0,,2022,34.0,3098.0
Pat Cummins,1.0,,KKR,Kolkata Knight Riders,5,60.0,5,16.0,2018-100mb00000000033-d93110bbf88911,119.0,212,37,31.09,90.0,30.28,17.0,17.0,68.86,3.83,10.68,19.5,44.0,9.0,0.0,20,11,8.0,0.0,1.0,6.0,7,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2022,22.0,488.0
Glenn Maxwell,1.0,,RCB,Royal Challengers Bangalore,13,60.0,10,19.0,2018-100mb00000000028-acc7d0a3e99d11,144.0,165,63,43.75,83.0,27.5,24.0,24.0,54.54,8.47,6.87,24.0,56.0,7.0,1.0,6,11,2.0,0.0,0.0,1.0,6,2.0,22.0,2.0,22/2,22/2,1,1.0,0,0,0.0,,2022,22.0,282.0
Axar Patel,0.0,,DC,Delhi Capitals,13,60.0,13,14.0,2019-100mb00000000110-79ae08f5449411,258.0,321,86,33.33,175.0,53.5,43.0,43.0,52.95,7.37,7.46,43.0,127.0,10.0,0.0,20,15,3.0,0.0,0.0,2.0,6,2.0,10.0,2.0,10/2,10/2,0,0.0,0,0,0.0,,2022,10.0,1113.0
Sai Kishore,0.0,,GT,Gujarat Titans,5,60.0,5,35.0,2020-100mb00000000544-980117aa639c11,96.0,121,27,28.12,71.0,20.16,16.0,16.0,47.93,8.0,7.56,16.0,53.0,4.0,0.0,7,5,2.0,0.0,0.0,1.0,6,2.0,7.0,2.0,7/2,7/2,0,0.0,0,0,0.0,,2022,7.0,7123.0
Rishi Dhawan,1.0,,PBKS,Punjab Kings,6,60.0,6,15.0,2022-100mb00000000996-0dad4bfba44d11,114.0,156,33,28.94,86.0,26.0,19.0,19.0,52.56,6.33,8.21,19.0,54.0,10.0,1.0,13,5,5.0,0.0,0.0,8.0,6,2.0,36.0,2.0,36/2,36/2,0,0.0,0,0,0.0,,2022,36.0,1088.0
Varun Chakaravarthy,1.0,,KKR,Kolkata Knight Riders,11,60.0,11,16.0,2019-100mb00000000140-a41b85f2449d11,234.0,332,88,37.6,156.0,55.33,39.0,39.0,60.24,5.85,8.51,39.0,95.0,12.0,2.0,20,20,8.0,3.0,5.0,1.0,6,1.0,22.0,1.0,22/1,22/1,0,0.0,0,0,0.0,,2022,22.0,5432.0
Washington Sundar,0.0,,SRH,Sunrisers Hyderabad,9,60.0,8,20.0,2018-100mb00000000020-9223b16ce99c11,168.0,239,47,27.97,123.0,39.83,28.0,28.0,56.06,6.22,8.53,28.0,88.0,7.0,0.0,14,13,1.0,1.0,0.0,0.0,6,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2022,21.0,2973.0
Liam Livingstone,1.0,,PBKS,Punjab Kings,14,60.0,12,15.0,2019-100mb00000000183-f4a991db44b611,138.0,202,38,27.53,106.0,33.66,23.0,23.0,51.48,6.57,8.78,23.0,66.0,13.0,0.0,11,10,6.0,0.0,0.0,0.0,6,3.0,27.0,3.0,27/3,27/3,0,0.0,0,0,0.0,,2022,27.0,3644.0
Ramandeep Singh,1.0,,MI,Mumbai Indians,5,60.0,3,17.0,2022-100mb00000000991-d9fbad51a44b11,36.0,54,13,36.11,28.0,9.0,6.0,6.0,59.25,5.14,9.0,6.0,15.0,1.0,0.0,5,2,5.0,0.0,0.0,1.0,6,3.0,20.0,3.0,20/3,20/3,0,0.0,0,0,0.0,,2022,20.0,20595.0
Jaydev Unadkat,1.0,,MI,Mumbai Indians,5,60.0,5,17.0,2019-100mb00000000180-1352e0b244b611,120.0,190,36,30.0,87.0,31.66,20.0,20.0,64.21,4.8,9.5,20.0,54.0,5.0,0.0,14,11,3.0,0.0,0.0,1.0,6,2.0,32.0,2.0,32/2,32/2,0,0.0,0,0,0.0,,2022,32.0,86.0
Dwaine Pretorius,1.0,,CSK,Chennai Super Kings,6,60.0,6,13.0,2019-100mb00000000289-12c7b9ef7ae411,126.0,210,37,29.36,101.0,35.0,21.0,21.0,52.38,5.72,10.0,21.0,47.0,19.0,1.0,11,11,12.0,0.0,0.0,3.0,6,2.0,30.0,2.0,30/2,30/2,0,0.0,0,0,0.0,,2022,30.0,20573.0
Tymal Mills,1.0,,MI,Mumbai Indians,5,60.0,5,17.0,2021-100mb00000000643-20197cb22fe611,102.0,190,30,29.41,77.0,31.66,17.0,17.0,71.57,3.4,11.17,17.0,36.0,6.0,0.0,22,8,5.0,0.0,0.0,2.0,6,3.0,35.0,3.0,35/3,35/3,0,0.0,0,0,0.0,,2022,35.0,3319.0
Odean Smith,1.0,,PBKS,Punjab Kings,6,60.0,6,15.0,2022-100mb00000000863-0167ea67833411,90.0,178,36,40.0,59.0,29.66,15.0,15.0,80.89,3.21,11.86,15.0,25.0,2.0,0.0,12,16,4.0,1.0,0.0,1.0,6,4.0,30.0,4.0,30/4,30/4,0,0.0,1,0,0.0,,2022,30.0,20600.0
Ravindra Jadeja,0.0,,CSK,Chennai Super Kings,10,60.0,10,13.0,2018-100mb00000000046-06b5ba89f88b11,198.0,248,65,32.82,138.0,49.6,39.6,39.6,50.8,7.61,7.51,33.0,95.0,13.0,0.0,15,11,5.0,0.0,0.0,4.0,5,3.0,39.0,3.0,39/3,39/3,0,0.0,0,0,0.0,,2022,39.0,9.0
Kumar Kartikeya Singh,1.0,,MI,Mumbai Indians,4,60.0,4,17.0,2022-100mb00000001015-396b0615c6d411,78.0,102,30,38.46,48.0,20.4,15.6,15.6,60.78,6.0,7.84,13.0,30.0,5.0,0.0,8,5,0.0,0.0,0.0,1.0,5,2.0,22.0,2.0,22/2,22/2,0,0.0,0,0,0.0,,2022,22.0,20629.0
Krishnappa Gowtham,1.0,,LSG,Lucknow Super Giants,4,60.0,4,77.0,2019-100mb00000000179-ee3b0d4844b511,72.0,99,33,45.83,39.0,19.8,14.4,14.4,70.7,5.14,8.25,12.0,21.0,4.0,0.0,7,7,0.0,0.0,0.0,2.0,5,2.0,30.0,2.0,30/2,30/2,1,0.0,0,0,0.0,,2022,30.0,3834.0
Basil Thampi,1.0,,MI,Mumbai Indians,5,60.0,5,17.0,2019-100mb00000000213-b49f678b44bc11,96.0,152,41,42.7,61.0,30.4,19.2,19.2,71.05,4.36,9.5,16.0,27.0,6.0,1.0,12,10,6.0,0.0,0.0,6.0,5,3.0,35.0,3.0,35/3,35/3,1,0.0,0,0,0.0,,2022,35.0,3825.0
Shivam Mavi,1.0,,KKR,Kolkata Knight Riders,6,60.0,6,16.0,2019-100mb00000000154-6c74287644aa11,132.0,227,49,37.12,93.0,45.4,26.4,26.4,66.07,4.25,10.31,22.0,41.0,13.0,0.0,18,13,8.0,2.0,0.0,2.0,5,1.0,33.0,1.0,33/1,33/1,0,0.0,0,0,0.0,,2022,33.0,3779.0
Akash Deep,1.0,,RCB,Royal Challengers Bangalore,5,60.0,5,19.0,2022-100mb00000001007-1363a306a45011,113.0,205,40,35.39,79.0,41.0,22.6,22.6,70.24,3.89,10.88,18.5,33.0,11.0,0.0,15,14,4.0,2.0,0.0,1.0,5,3.0,45.0,3.0,45/3,45/3,1,1.0,0,0,0.0,,2022,45.0,14800.0
Mitchell Santner,0.0,,CSK,Chennai Super Kings,6,60.0,6,13.0,2019-100mb00000000075-0984e17e1e4011,114.0,130,43,37.71,71.0,32.5,28.5,28.5,52.3,7.6,6.84,19.0,48.0,9.0,0.0,11,4,0.0,0.0,4.0,1.0,4,1.0,15.0,1.0,15/1,15/1,0,0.0,0,0,0.0,,2022,15.0,1903.0
Simarjeet Singh,1.0,,CSK,Chennai Super Kings,6,60.0,6,13.0,2021-100mb00000000622-e0d6c0e8ef8711,108.0,138,57,52.77,56.0,34.5,27.0,27.0,72.46,4.69,7.66,18.0,26.0,4.0,1.0,19,4,4.0,1.0,0.0,5.0,4,2.0,27.0,2.0,27/2,27/2,0,0.0,0,0,0.0,,2022,27.0,10789.0
Lalit Yadav,1.0,,DC,Delhi Capitals,12,60.0,8,14.0,2020-100mb00000000538-c16259a1639a11,108.0,150,38,35.18,72.0,37.5,27.0,27.0,58.66,6.0,8.33,18.0,46.0,7.0,0.0,10,8,1.0,1.0,0.0,2.0,4,2.0,11.0,2.0,11/2,11/2,0,0.0,0,0,0.0,,2022,11.0,6870.0
Mitchell Marsh,1.0,,DC,Delhi Capitals,8,60.0,4,14.0,2018-100mb00000000040-7f15f6c7f88a11,72.0,102,25,34.72,51.0,25.5,18.0,18.0,56.86,5.14,8.5,12.0,28.0,4.0,0.0,13,1,4.0,0.0,0.0,0.0,4,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2022,25.0,221.0
Kieron Pollard,1.0,,MI,Mumbai Indians,11,60.0,6,17.0,2019-100mb00000000166-f0e6b57e44ad11,84.0,125,21,25.0,66.0,31.25,21.0,21.0,60.8,5.25,8.92,14.0,46.0,2.0,0.0,10,6,3.0,0.0,0.0,5.0,4,2.0,8.0,2.0,8/2,8/2,0,0.0,0,0,0.0,,2022,8.0,210.0
Harpreet Brar,0.0,,PBKS,Punjab Kings,5,60.0,5,15.0,2019-100mb00000000130-89338eb7449a11,96.0,146,38,39.58,62.0,36.5,24.0,24.0,65.75,5.05,9.12,16.0,33.0,6.0,0.0,9,10,4.0,0.0,1.0,1.0,4,3.0,26.0,3.0,26/3,26/3,0,0.0,0,0,0.0,,2022,26.0,5441.0
Shahbaz Ahmed,0.0,,RCB,Royal Challengers Bangalore,16,60.0,14,19.0,2020-100mb00000000523-53bc4c09638b11,210.0,336,58,27.61,162.0,84.0,52.5,52.5,61.3,5.0,9.6,35.0,98.0,13.0,0.0,23,19,9.0,1.0,4.0,1.0,4,2.0,26.0,2.0,26/2,26/2,0,0.0,0,0,0.0,,2022,26.0,13803.0
Marcus Stoinis,1.0,,LSG,Lucknow Super Giants,11,60.0,5,77.0,2018-100mb00000000023-201fd633e99d11,42.0,79,13,30.95,31.0,19.75,10.5,10.5,68.35,3.81,11.28,7.0,13.0,5.0,0.0,6,5,2.0,0.0,0.0,0.0,4,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2022,23.0,964.0
Pradeep Sangwan,1.0,,GT,Gujarat Titans,3,60.0,3,35.0,2022-100mb00000000977-9892be9fa44611,54.0,65,22,40.74,34.0,21.66,18.0,18.0,55.38,6.0,7.22,9.0,19.0,4.0,0.0,9,0,2.0,0.0,0.0,1.0,3,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2022,19.0,91.0
Chetan Sakariya,0.0,,DC,Delhi Capitals,3,60.0,3,14.0,2021-100mb00000000592-49eb3f9a91e311,66.0,84,21,31.81,50.0,28.0,22.0,22.0,45.23,8.25,7.63,11.0,34.0,3.0,0.0,5,3,5.0,0.0,0.0,3.0,3,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2022,23.0,11062.0
Nathan Ellis,1.0,,PBKS,Punjab Kings,2,60.0,2,15.0,2021-100mb00000000633-40c59a2c160011,36.0,55,16,44.44,24.0,18.33,12.0,12.0,69.09,4.5,9.16,6.0,11.0,1.0,0.0,5,3,3.0,1.0,1.0,1.0,3,3.0,40.0,3.0,40/3,40/3,0,0.0,0,0,0.0,,2022,40.0,17118.0
Vaibhav Arora,1.0,,PBKS,Punjab Kings,5,60.0,5,15.0,2021-100mb00000000583-8f4c0c4491dd11,107.0,164,39,36.44,71.0,54.66,35.66,35.66,70.73,4.11,9.19,17.5,39.0,3.0,0.0,20,6,3.0,0.0,0.0,1.0,3,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2022,21.0,14859.0
Romario Shepherd,1.0,,SRH,Sunrisers Hyderabad,3,60.0,3,20.0,2019-100mb00000000371-481ee0be14fc11,54.0,98,23,42.59,34.0,32.66,18.0,18.0,75.51,3.6,10.88,9.0,13.0,3.0,0.0,8,7,3.0,0.0,0.0,0.0,3,2.0,42.0,2.0,42/2,42/2,0,0.0,0,0,0.0,,2022,42.0,20609.0
Navdeep Saini,1.0,,RR,Rajasthan Royals,2,60.0,2,18.0,2019-100mb00000000207-672d82e544bb11,36.0,72,10,27.77,29.0,24.0,12.0,12.0,69.44,3.27,12.0,6.0,13.0,3.0,0.0,8,3,2.0,1.0,0.0,1.0,3,2.0,36.0,2.0,36/2,36/2,0,0.0,0,0,0.0,,2022,36.0,3824.0
Ayush Badoni,1.0,,LSG,Lucknow Super Giants,13,60.0,2,77.0,2022-100mb00000000985-f5950061a44811,12.0,11,4,33.33,8.0,5.5,6.0,6.0,0.0,0.0,5.5,2.0,5.0,3.0,0.0,0,0,0.0,0.0,0.0,1.0,2,1.0,5.0,1.0,5/1,5/1,0,0.0,0,0,0.0,,2022,5.0,20586.0
Prashant Solanki,1.0,,CSK,Chennai Super Kings,2,60.0,2,13.0,2022-100mb00000000972-f0eac272a44511,36.0,38,12,33.33,24.0,19.0,18.0,18.0,42.1,12.0,6.33,6.0,20.0,1.0,0.0,1,2,0.0,0.0,0.0,1.0,2,2.0,20.0,2.0,20/2,20/2,0,0.0,0,0,0.0,,2022,20.0,20576.0
Matheesha Pathirana,1.0,,CSK,Chennai Super Kings,2,60.0,2,13.0,2022-100mb00000001014-1f0cfb3dc17911,41.0,52,20,48.78,28.0,26.0,20.5,20.5,53.84,5.85,7.6,6.5,13.0,2.0,0.0,7,0,7.0,0.0,0.0,4.0,2,2.0,24.0,2.0,24/2,24/2,0,0.0,0,0,0.0,,2022,24.0,20627.0
Sandeep Sharma,1.0,,PBKS,Punjab Kings,5,60.0,5,15.0,2019-100mb00000000220-18a6ceb644c011,120.0,153,60,50.0,66.0,76.5,60.0,60.0,70.58,5.0,7.65,20.0,34.0,2.0,0.0,18,6,6.0,0.0,1.0,2.0,2,1.0,18.0,1.0,18/1,18/1,0,0.0,0,0,0.0,,2022,18.0,1112.0
Hrithik Shokeen,1.0,,MI,Mumbai Indians,5,60.0,5,17.0,2022-100mb00000000992-02c884cea44c11,90.0,127,43,47.77,51.0,63.5,45.0,45.0,69.29,5.29,8.46,15.0,26.0,3.0,1.0,7,10,4.0,0.0,0.0,3.0,2,2.0,47.0,2.0,47/2,47/2,0,0.0,0,0,0.0,,2022,47.0,20598.0
Fazalhaq Farooqi,1.0,,SRH,Sunrisers Hyderabad,3,60.0,3,20.0,2022-100mb00000001011-d957ea18a45111,72.0,110,24,33.33,52.0,55.0,36.0,36.0,58.18,5.14,9.16,12.0,27.0,6.0,1.0,10,4,4.0,0.0,0.0,0.0,2,2.0,32.0,2.0,32/2,32/2,0,0.0,0,0,0.0,,2022,32.0,20610.0
Andrew Tye,1.0,,LSG,Lucknow Super Giants,3,60.0,3,77.0,2018-100mb00000000030-d478e5bce99d11,66.0,107,24,36.36,45.0,53.5,33.0,33.0,74.76,3.66,9.72,11.0,22.0,3.0,0.0,14,4,3.0,0.0,0.0,6.0,2,2.0,40.0,2.0,40/2,40/2,0,0.0,0,0,0.0,,2022,40.0,1480.0
Varun Aaron,1.0,,GT,Gujarat Titans,2,60.0,2,35.0,2019-100mb00000000197-139133ea44b911,30.0,52,7,23.33,26.0,26.0,15.0,15.0,65.38,3.75,10.4,5.0,15.0,0.0,0.0,7,1,3.0,0.0,0.0,1.0,2,2.0,45.0,2.0,45/2,45/2,0,0.0,0,0,0.0,,2022,45.0,61.0
Chris Jordan,1.0,,CSK,Chennai Super Kings,4,60.0,4,13.0,2020-100mb00000000519-a0440d96638711,77.0,135,23,29.87,57.0,67.5,38.5,38.5,63.7,4.27,10.51,12.5,29.0,7.0,1.0,11,7,1.0,2.0,0.0,1.0,2,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2022,23.0,1299.0
Darshan Nalkande,1.0,,GT,Gujarat Titans,2,60.0,2,35.0,2019-100mb00000000127-b2131830449911,31.0,59,8,25.8,25.0,29.5,15.5,15.5,64.4,3.87,11.41,5.1,11.0,4.0,0.0,5,3,2.0,0.0,0.0,0.0,2,2.0,37.0,2.0,37/2,37/2,0,0.0,0,0,0.0,,2022,37.0,4447.0
David Willey,0.0,,RCB,Royal Challengers Bangalore,4,60.0,4,19.0,2019-100mb00000000090-489459ab43eb11,66.0,72,27,40.9,39.0,72.0,66.0,66.0,50.0,8.25,6.54,11.0,26.0,5.0,0.0,6,2,0.0,0.0,0.0,3.0,1,1.0,29.0,1.0,29/1,29/1,0,0.0,0,0,0.0,,2022,29.0,2758.0
Anukul Roy,0.0,,KKR,Kolkata Knight Riders,2,60.0,2,16.0,2019-100mb00000000160-970c8ab644ac11,42.0,55,11,26.19,31.0,55.0,42.0,42.0,47.27,8.4,7.85,7.0,23.0,3.0,0.0,2,3,0.0,0.0,0.0,0.0,1,1.0,28.0,1.0,28/1,28/1,0,0.0,0,0,0.0,,2022,28.0,3774.0
Mayank Markande,1.0,,MI,Mumbai Indians,2,60.0,2,17.0,2019-100mb00000000087-98d4e401342511,42.0,57,11,26.19,31.0,57.0,42.0,42.0,56.14,6.0,8.14,7.0,21.0,4.0,0.0,5,2,0.0,0.0,4.0,0.0,1,1.0,26.0,1.0,26/1,26/1,0,0.0,0,0,0.0,,2022,26.0,4951.0
Tushar Deshpande,0.0,,CSK,Chennai Super Kings,2,60.0,2,13.0,2020-100mb00000000539-04833b65639b11,42.0,63,18,42.85,25.0,63.0,42.0,42.0,79.36,3.5,9.0,7.0,10.0,3.0,0.0,11,1,1.0,0.0,0.0,4.0,1,1.0,40.0,1.0,40/1,40/1,0,0.0,0,0,0.0,,2022,40.0,3257.0
Kartik Tyagi,1.0,,SRH,Sunrisers Hyderabad,2,60.0,2,20.0,2020-100mb00000000536-d64753d7639911,48.0,79,20,41.66,34.0,79.0,48.0,48.0,65.82,4.36,9.87,8.0,15.0,3.0,0.0,7,4,4.0,2.0,0.0,0.0,1,1.0,42.0,1.0,42/1,42/1,0,0.0,0,0,0.0,,2022,42.0,10059.0
Harshit Rana,1.0,,KKR,Kolkata Knight Riders,2,60.0,2,16.0,2022-100mb00000001013-30676520bcc011,30.0,51,12,40.0,19.0,51.0,30.0,30.0,74.5,3.75,10.2,5.0,10.0,1.0,0.0,5,3,0.0,1.0,0.0,1.0,1,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2022,24.0,20626.0
Aiden Markram,1.0,,SRH,Sunrisers Hyderabad,14,60.0,4,20.0,2019-100mb00000000287-ca1a6bb17ae311,36.0,64,8,22.22,28.0,64.0,36.0,36.0,68.75,4.5,10.66,6.0,20.0,0.0,0.0,2,6,0.0,0.0,0.0,0.0,1,1.0,8.0,1.0,8/1,8/1,0,0.0,0,0,0.0,,2022,8.0,1667.0
Deepak Hooda,1.0,,LSG,Lucknow Super Giants,15,60.0,2,77.0,2019-100mb00000000215-f86e728844bc11,24.0,43,5,20.83,19.0,43.0,24.0,24.0,69.76,4.0,10.75,4.0,13.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,1,1.0,31.0,1.0,31/1,31/1,0,0.0,0,0,0.0,,2022,31.0,1556.0
