StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Naman Ojha,0,1,,,,10010,,,DC,Delhi Capitals,10010,,,1,,1,4,,25.0,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2018,
Murugan Ashwin,135,2,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,1,,1,2,,50.0,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2018,
Ish Sodhi,76,6,,,,10010,,,RR,Rajasthan Royals,10010,,,1,,1,6,,16.66,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2018,
Ben Laughlin,453,7,,,,10010,,,RR,Rajasthan Royals,10010,,,2,,1,4,,25.0,,,,,,,,,,0,0,0.0,0.0,1,1,1.0,0,0,,1*,1.0,,,2018,
Liam Plunkett,310,7,,,,10010,,,DC,Delhi Capitals,10010,,,2,,1,3,,33.33,,,,,,,,,,0,0,0.0,0.0,1,1,1.0,0,0,,1*,1.0,,,2018,
Mustafizur Rahman,258,7,,,,10010,,,MI,Mumbai Indians,10010,,,2,,1,3,,33.33,,,,,,,,,,0,0,0.0,0.0,1,1,1.0,0,0,,1,1.0,,,2018,
Prasidh Krishna,150,7,,,,10010,,,KKR,Kolkata Knight Riders,10010,,,2,,1,5,,20.0,,,,,,,,,,0,0,0.0,0.0,0,2,0.0,0,0,,1*,0.0,,,2018,
Amit Mishra,107,10,,,,10010,,,DC,Delhi Capitals,10010,,,1,,1,2,,50.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,1*,0.0,,,2018,
Pradeep Sangwan,977,1,,,,10010,,,MI,Mumbai Indians,10010,,,1,,0,4,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2018,
Ricky Bhui,219,1,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,1,,0,5,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2018,
Sandeep Sharma,220,12,,,,10010,,,SRH,Sunrisers Hyderabad,10010,,,3,,0,4,,0.0,,,,,,,,,,0,0,0.0,0.0,2,1,0.0,0,0,,0*,0.0,,,2018,
Trent Boult,66,14,,,,10010,,,DC,Delhi Capitals,10010,,,1,,0,2,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2018,
Yuzvendra Chahal,10,14,,,,10010,,,RCB,Royal Challengers Bangalore,10010,,,1,,0,4,,0.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,0*,0.0,,,2018,
David Warner,214,12,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,12,,692,481,,143.86,,,,,,,,,,57,21,57.0,21.0,10,2,69.2,8,1,,100*,69.2,,,2019,
KL Rahul,19,14,,,,10011,,,PBKS,Punjab Kings,10011,,,14,,593,438,,135.38,,,,,,,,,,49,25,49.0,25.0,11,3,53.9,6,1,,100*,53.9,,,2019,
Quinton de Kock,170,16,,,,10011,,,MI,Mumbai Indians,10011,,,16,,529,398,,132.91,,,,,,,,,,45,25,45.0,25.0,15,1,35.26,4,0,,81,35.26,,,2019,
Shikhar Dhawan,11,16,,,,10011,,,DC,Delhi Capitals,10011,,,16,,521,384,,135.67,,,,,,,,,,64,11,64.0,11.0,15,1,34.73,5,0,,97*,34.73,,,2019,
Andre Russell,141,14,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,13,,510,249,,204.81,,,,,,,,,,31,52,31.0,52.0,9,4,56.66,4,0,,80*,56.66,,,2019,
Chris Gayle,126,13,,,,10011,,,PBKS,Punjab Kings,10011,,,13,,490,319,,153.6,,,,,,,,,,45,34,45.0,34.0,12,1,40.83,4,0,,99*,40.83,,,2019,
Rishabh Pant,18,16,,,,10011,,,DC,Delhi Capitals,10011,,,16,,488,300,,162.66,,,,,,,,,,37,27,37.0,27.0,13,3,37.53,3,0,,78*,37.53,,,2019,
Virat Kohli,2,14,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,14,,464,328,,141.46,,,,,,,,,,46,13,46.0,13.0,14,0,33.14,2,1,,100,33.14,,,2019,
Shreyas Iyer,12,16,,,,10011,,,DC,Delhi Capitals,10011,,,16,,463,386,,119.94,,,,,,,,,,41,14,41.0,14.0,15,1,30.86,3,0,,67,30.86,,,2019,
Jonny Bairstow,216,10,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,10,,445,283,,157.24,,,,,,,,,,48,18,48.0,18.0,8,2,55.62,2,1,,114,55.62,,,2019,
AB de Villiers,198,13,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,13,,442,287,,154.0,,,,,,,,,,31,26,31.0,26.0,10,3,44.2,5,0,,82*,44.2,,,2019,
Suryakumar Yadav,174,16,,,,10011,,,MI,Mumbai Indians,10011,,,15,,424,324,,130.86,,,,,,,,,,45,10,45.0,10.0,13,2,32.61,2,0,,71*,32.61,,,2019,
MS Dhoni,57,15,,,,10011,,,CSK,Chennai Super Kings,10011,,,12,,416,309,,134.62,,,,,,,,,,22,23,22.0,23.0,5,7,83.2,3,0,,84*,83.2,,,2019,
Chris Lynn,27,13,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,13,,405,290,,139.65,,,,,,,,,,41,22,41.0,22.0,13,0,31.15,4,0,,82,31.15,,,2019,
Rohit Sharma,6,15,,,,10011,,,MI,Mumbai Indians,10011,,,15,,405,315,,128.57,,,,,,,,,,52,10,52.0,10.0,14,1,28.92,2,0,,67,28.92,,,2019,
Hardik Pandya,54,16,,,,10011,,,MI,Mumbai Indians,10011,,,15,,402,210,,191.42,,,,,,,,,,28,29,28.0,29.0,9,6,44.66,1,0,,91,44.66,,,2019,
Shane Watson,104,17,,,,10011,,,CSK,Chennai Super Kings,10011,,,17,,398,312,,127.56,,,,,,,,,,42,20,42.0,20.0,17,0,23.41,3,0,,96,23.41,,,2019,
Faf du Plessis,94,12,,,,10011,,,CSK,Chennai Super Kings,10011,,,12,,396,321,,123.36,,,,,,,,,,36,15,36.0,15.0,11,1,36.0,3,0,,96,36.0,,,2019,
Ajinkya Rahane,44,14,,,,10011,,,RR,Rajasthan Royals,10011,,,13,,393,285,,137.89,,,,,,,,,,45,9,45.0,9.0,12,1,32.75,1,1,,105*,32.75,,,2019,
Suresh Raina,106,17,,,,10011,,,CSK,Chennai Super Kings,10011,,,17,,383,314,,121.97,,,,,,,,,,45,9,45.0,9.0,16,1,23.93,3,0,,59,23.93,,,2019,
Parthiv Patel,48,14,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,14,,373,268,,139.17,,,,,,,,,,48,10,48.0,10.0,14,0,26.64,2,0,,67,26.64,,,2019,
Prithvi Shaw,51,16,,,,10011,,,DC,Delhi Capitals,10011,,,16,,353,264,,133.71,,,,,,,,,,45,9,45.0,9.0,16,0,22.06,2,0,,99,22.06,,,2019,
Manish Pandey,16,12,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,11,,344,263,,130.79,,,,,,,,,,34,6,34.0,6.0,8,3,43.0,3,0,,83*,43.0,,,2019,
Nitish Rana,148,14,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,11,,344,235,,146.38,,,,,,,,,,27,21,27.0,21.0,10,1,34.4,3,0,,85*,34.4,,,2019,
Sanju Samson,190,12,,,,10011,,,RR,Rajasthan Royals,10011,,,12,,342,230,,148.69,,,,,,,,,,28,13,28.0,13.0,10,2,34.2,0,1,,102*,34.2,,,2019,
Mayank Agarwal,55,13,,,,10011,,,PBKS,Punjab Kings,10011,,,13,,332,234,,141.88,,,,,,,,,,26,14,26.0,14.0,13,0,25.53,2,0,,58,25.53,,,2019,
Steve Smith,0,12,,,,10011,,,RR,Rajasthan Royals,10011,,,10,,319,275,,116.0,,,,,,,,,,30,4,30.0,4.0,8,2,39.87,3,0,,73*,39.87,,,2019,
Jos Buttler,182,8,,,,10011,,,RR,Rajasthan Royals,10011,,,8,,311,205,,151.7,,,,,,,,,,38,14,38.0,14.0,8,0,38.87,3,0,,89,38.87,,,2019,
Shubman Gill,62,14,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,13,,296,238,,124.36,,,,,,,,,,21,10,21.0,10.0,9,4,32.88,3,0,,76,32.88,,,2019,
Robin Uthappa,153,12,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,11,,282,245,,115.1,,,,,,,,,,28,10,28.0,10.0,9,2,31.33,1,0,,67*,31.33,,,2019,
Ambati Rayudu,60,17,,,,10011,,,CSK,Chennai Super Kings,10011,,,17,,282,303,,93.06,,,,,,,,,,20,7,20.0,7.0,12,5,23.5,1,0,,57,23.5,,,2019,
Kieron Pollard,166,16,,,,10011,,,MI,Mumbai Indians,10011,,,14,,279,178,,156.74,,,,,,,,,,14,22,14.0,22.0,8,6,34.87,1,0,,83,34.87,,,2019,
Dinesh Karthik,13,14,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,13,,253,173,,146.24,,,,,,,,,,22,14,22.0,14.0,8,5,31.62,2,0,,97*,31.62,,,2019,
Vijay Shankar,61,15,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,14,,244,193,,126.42,,,,,,,,,,11,12,11.0,12.0,12,2,20.33,0,0,,40*,20.33,,,2019,
Moeen Ali,206,11,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,10,,220,133,,165.41,,,,,,,,,,16,17,16.0,17.0,8,2,27.5,2,0,,66,27.5,,,2019,
David Miller,128,10,,,,10011,,,PBKS,Punjab Kings,10011,,,10,,213,164,,129.87,,,,,,,,,,19,7,19.0,7.0,8,2,26.62,1,0,,59*,26.62,,,2019,
Marcus Stoinis,23,10,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,10,,211,156,,135.25,,,,,,,,,,14,10,14.0,10.0,4,6,52.75,0,0,,46*,52.75,,,2019,
Colin Ingram,113,12,,,,10011,,,DC,Delhi Capitals,10011,,,12,,184,154,,119.48,,,,,,,,,,20,5,20.0,5.0,10,2,18.4,0,0,,47,18.4,,,2019,
Krunal Pandya,17,16,,,,10011,,,MI,Mumbai Indians,10011,,,15,,183,150,,122.0,,,,,,,,,,18,5,18.0,5.0,11,4,16.63,0,0,,42,16.63,,,2019,
Sarfaraz Khan,139,8,,,,10011,,,PBKS,Punjab Kings,10011,,,5,,180,143,,125.87,,,,,,,,,,19,4,19.0,4.0,4,1,45.0,1,0,,67,45.0,,,2019,
Nicholas Pooran,136,7,,,,10011,,,PBKS,Punjab Kings,10011,,,6,,168,107,,157.0,,,,,,,,,,10,14,10.0,14.0,6,0,28.0,0,0,,48,28.0,,,2019,
Mandeep Singh,132,13,,,,10011,,,PBKS,Punjab Kings,10011,,,12,,165,120,,137.5,,,,,,,,,,10,4,10.0,4.0,4,8,41.25,0,0,,33*,41.25,,,2019,
Kedar Jadhav,58,14,,,,10011,,,CSK,Chennai Super Kings,10011,,,12,,162,169,,95.85,,,,,,,,,,19,3,19.0,3.0,9,3,18.0,1,0,,58,18.0,,,2019,
Riyan Parag,189,7,,,,10011,,,RR,Rajasthan Royals,10011,,,5,,160,126,,126.98,,,,,,,,,,17,5,17.0,5.0,5,0,32.0,1,0,,50,32.0,,,2019,
Kane Williamson,65,9,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,9,,156,130,,120.0,,,,,,,,,,12,5,12.0,5.0,7,2,22.28,1,0,,70*,22.28,,,2019,
Sunil Narine,156,12,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,9,,143,86,,166.27,,,,,,,,,,17,9,17.0,9.0,8,1,17.87,0,0,,47,17.87,,,2019,
Rahul Tripathi,188,8,,,,10011,,,RR,Rajasthan Royals,10011,,,7,,141,118,,119.49,,,,,,,,,,13,2,13.0,2.0,6,1,23.5,1,0,,50,23.5,,,2019,
Ben Stokes,177,9,,,,10011,,,RR,Rajasthan Royals,10011,,,9,,123,99,,124.24,,,,,,,,,,8,4,8.0,4.0,6,3,20.5,0,0,,46,20.5,,,2019,
Mohammad Nabi,217,8,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,7,,115,76,,151.31,,,,,,,,,,8,7,8.0,7.0,6,1,19.16,0,0,,31,19.16,,,2019,
Axar Patel,110,14,,,,10011,,,DC,Delhi Capitals,10011,,,12,,110,88,,125.0,,,,,,,,,,10,3,10.0,3.0,6,6,18.33,0,0,,26,18.33,,,2019,
Ravindra Jadeja,46,16,,,,10011,,,CSK,Chennai Super Kings,10011,,,9,,106,88,,120.45,,,,,,,,,,7,4,7.0,4.0,3,6,35.33,0,0,,31*,35.33,,,2019,
Ishan Kishan,164,7,,,,10011,,,MI,Mumbai Indians,10011,,,6,,101,100,,101.0,,,,,,,,,,8,4,8.0,4.0,6,0,16.83,0,0,,28,16.83,,,2019,
Gurkeerat Mann Singh,201,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,3,,98,70,,140.0,,,,,,,,,,11,2,11.0,2.0,3,0,32.66,1,0,,65,32.66,,,2019,
Yuvraj Singh,175,4,,,,10011,,,MI,Mumbai Indians,10011,,,4,,98,75,,130.66,,,,,,,,,,7,6,7.0,6.0,4,0,24.5,1,0,,53,24.5,,,2019,
Sam Curran,138,9,,,,10011,,,PBKS,Punjab Kings,10011,,,8,,95,55,,172.72,,,,,,,,,,13,3,13.0,3.0,4,4,23.75,1,0,,55*,23.75,,,2019,
Shimron Hetmyer,210,5,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,5,,90,73,,123.28,,,,,,,,,,4,7,4.0,7.0,5,0,18.0,1,0,,75,18.0,,,2019,
Wriddhiman Saha,225,5,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,5,,86,53,,162.26,,,,,,,,,,13,1,13.0,1.0,5,0,17.2,0,0,,28,17.2,,,2019,
Colin Munro,73,4,,,,10011,,,DC,Delhi Capitals,10011,,,4,,84,70,,120.0,,,,,,,,,,9,4,9.0,4.0,4,0,21.0,0,0,,40,21.0,,,2019,
Martin Guptill,70,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,3,,81,53,,152.83,,,,,,,,,,4,7,4.0,7.0,3,0,27.0,0,0,,36,27.0,,,2019,
Dwayne Bravo,93,12,,,,10011,,,CSK,Chennai Super Kings,10011,,,9,,80,66,,121.21,,,,,,,,,,6,3,6.0,3.0,5,4,16.0,0,0,,27,16.0,,,2019,
Sherfane Rutherford,122,7,,,,10011,,,DC,Delhi Capitals,10011,,,7,,73,54,,135.18,,,,,,,,,,2,7,2.0,7.0,5,2,14.6,0,0,,28*,14.6,,,2019,
Liam Livingstone,183,4,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,71,48,,147.91,,,,,,,,,,6,5,6.0,5.0,3,1,23.66,0,0,,44,23.66,,,2019,
Stuart Binny,195,8,,,,10011,,,RR,Rajasthan Royals,10011,,,5,,70,40,,175.0,,,,,,,,,,5,4,5.0,4.0,3,2,23.33,0,0,,33*,23.33,,,2019,
Jofra Archer,181,11,,,,10011,,,RR,Rajasthan Royals,10011,,,5,,67,40,,167.5,,,,,,,,,,4,4,4.0,4.0,2,3,33.5,0,0,,27*,33.5,,,2019,
Murali Vijay,53,2,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,64,61,,104.91,,,,,,,,,,6,1,6.0,1.0,2,0,32.0,0,0,,38,32.0,,,2019,
Deepak Hooda,215,11,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,7,,64,63,,101.58,,,,,,,,,,5,1,5.0,1.0,6,1,10.66,0,0,,20,10.66,,,2019,
Shreyas Gopal,192,14,,,,10011,,,RR,Rajasthan Royals,10011,,,7,,63,46,,136.95,,,,,,,,,,8,1,8.0,1.0,4,3,15.75,0,0,,19*,15.75,,,2019,
Akshdeep Nath,199,8,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,5,,61,57,,107.01,,,,,,,,,,5,2,5.0,2.0,5,0,12.2,0,0,,24,12.2,,,2019,
Evin Lewis,163,3,,,,10011,,,MI,Mumbai Indians,10011,,,3,,48,52,,92.3,,,,,,,,,,4,2,4.0,2.0,3,0,16.0,0,0,,32,16.0,,,2019,
Colin de Grandhomme,68,4,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,46,49,,93.87,,,,,,,,,,4,2,4.0,2.0,3,1,15.33,0,0,,37,15.33,,,2019,
Piyush Chawla,149,13,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,5,,42,37,,113.51,,,,,,,,,,4,2,4.0,2.0,3,2,14.0,0,0,,14*,14.0,,,2019,
Ravichandran Ashwin,45,14,,,,10011,,,PBKS,Punjab Kings,10011,,,6,,42,28,,150.0,,,,,,,,,,3,3,3.0,3.0,5,1,8.4,0,0,,17*,8.4,,,2019,
Shivam Dube,211,4,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,40,33,,121.21,,,,,,,,,,1,3,1.0,3.0,3,1,13.33,0,0,,24,13.33,,,2019,
Yusuf Pathan,226,10,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,8,,40,45,,88.88,,,,,,,,,,1,1,1.0,1.0,3,5,13.33,0,0,,16*,13.33,,,2019,
Rinku Singh,152,5,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,3,,37,34,,108.82,,,,,,,,,,1,2,1.0,2.0,2,1,18.5,0,0,,30,18.5,,,2019,
Rashid Khan,218,15,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,8,,34,23,,147.82,,,,,,,,,,2,2,2.0,2.0,5,3,6.8,0,0,,17*,6.8,,,2019,
Mitchell Santner,75,4,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,32,23,,139.13,,,,,,,,,,0,3,0.0,3.0,1,1,32.0,0,0,,22,32.0,,,2019,
Chris Morris,112,9,,,,10011,,,DC,Delhi Capitals,10011,,,6,,32,37,,86.48,,,,,,,,,,1,2,1.0,2.0,6,0,5.33,0,0,,17,5.33,,,2019,
Rahul Tewatia,120,5,,,,10011,,,DC,Delhi Capitals,10011,,,4,,26,22,,118.18,,,,,,,,,,2,1,2.0,1.0,1,3,26.0,0,0,,11*,26.0,,,2019,
Umesh Yadav,21,11,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,7,,25,25,,100.0,,,,,,,,,,3,1,3.0,1.0,2,5,12.5,0,0,,14,12.5,,,2019,
Amit Mishra,107,11,,,,10011,,,DC,Delhi Capitals,10011,,,4,,21,24,,87.5,,,,,,,,,,2,0,2.0,0.0,2,2,10.5,0,0,,8,10.5,,,2019,
Harpreet Brar,130,2,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,20,12,,166.66,,,,,,,,,,2,1,2.0,1.0,0,1,0.0,0,0,,20*,0.0,,,2019,
Prayas Ray Barman,209,1,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,1,,19,24,,79.16,,,,,,,,,,2,0,2.0,0.0,1,0,19.0,0,0,,19,19.0,,,2019,
Ben Cutting,162,3,,,,10011,,,MI,Mumbai Indians,10011,,,3,,18,17,,105.88,,,,,,,,,,1,1,1.0,1.0,2,1,9.0,0,0,,13*,9.0,,,2019,
Krishnappa Gowtham,179,7,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,18,19,,94.73,,,,,,,,,,1,1,1.0,1.0,3,1,6.0,0,0,,9,6.0,,,2019,
Keemo Paul,117,8,,,,10011,,,DC,Delhi Capitals,10011,,,6,,18,24,,75.0,,,,,,,,,,1,1,1.0,1.0,5,1,3.6,0,0,,7,3.6,,,2019,
Prabhsimran Singh,137,1,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,16,17,,94.11,,,,,,,,,,1,1,1.0,1.0,1,0,16.0,0,0,,16,16.0,,,2019,
Siddhesh Lad,173,1,,,,10011,,,MI,Mumbai Indians,10011,,,1,,15,13,,115.38,,,,,,,,,,1,1,1.0,1.0,1,0,15.0,0,0,,15,15.0,,,2019,
Alzarri Joseph,229,3,,,,10011,,,MI,Mumbai Indians,10011,,,2,,15,13,,115.38,,,,,,,,,,2,0,2.0,0.0,0,2,0.0,0,0,,15*,0.0,,,2019,
Shardul Thakur,105,10,,,,10011,,,CSK,Chennai Super Kings,10011,,,3,,14,7,,200.0,,,,,,,,,,1,1,1.0,1.0,2,1,7.0,0,0,,12*,7.0,,,2019,
Kagiso Rabada,116,12,,,,10011,,,DC,Delhi Capitals,10011,,,4,,14,15,,93.33,,,,,,,,,,0,1,0.0,1.0,3,1,4.66,0,0,,9,4.66,,,2019,
Kuldeep Yadav,14,9,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,4,,12,8,,150.0,,,,,,,,,,1,0,1.0,0.0,2,2,6.0,0,0,,10*,6.0,,,2019,
Rahul Chahar,171,13,,,,10011,,,MI,Mumbai Indians,10011,,,4,,12,11,,109.09,,,,,,,,,,2,0,2.0,0.0,2,2,6.0,0,0,,10,6.0,,,2019,
Bhuvneshwar Kumar,15,15,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,5,,12,19,,63.15,,,,,,,,,,1,0,1.0,0.0,3,2,4.0,0,0,,7*,4.0,,,2019,
Carlos Brathwaite,143,2,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,2,,11,10,,110.0,,,,,,,,,,1,0,1.0,0.0,2,0,5.5,0,0,,6,5.5,,,2019,
Mitchell McClenaghan,0,5,,,,10011,,,MI,Mumbai Indians,10011,,,4,,11,16,,68.75,,,,,,,,,,2,0,2.0,0.0,3,1,3.66,0,0,,10,3.66,,,2019,
Ishant Sharma,50,13,,,,10011,,,DC,Delhi Capitals,10011,,,3,,10,3,,333.33,,,,,,,,,,1,1,1.0,1.0,0,3,0.0,0,0,,10*,0.0,,,2019,
KC Cariappa,227,1,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,9,3,,300.0,,,,,,,,,,0,1,0.0,1.0,0,1,0.0,0,0,,9*,0.0,,,2019,
Abhishek Sharma,212,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,3,,9,9,,100.0,,,,,,,,,,1,0,1.0,0.0,2,1,4.5,0,0,,5*,4.5,,,2019,
Heinrich Klaasen,202,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,2,,9,10,,90.0,,,,,,,,,,0,0,0.0,0.0,2,0,4.5,0,0,,6,4.5,,,2019,
Shakib Al Hasan,222,3,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,9,10,,90.0,,,,,,,,,,0,0,0.0,0.0,1,0,9.0,0,0,,9,9.0,,,2019,
Tim Southee,77,3,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,1,,9,9,,100.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,9*,0.0,,,2019,
Pawan Negi,208,7,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,9,12,,75.0,,,,,,,,,,1,0,1.0,0.0,4,0,2.25,0,0,,5,2.25,,,2019,
Mahipal Lomror,184,2,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,8,3,,266.66,,,,,,,,,,2,0,2.0,0.0,1,0,8.0,0,0,,8,8.0,,,2019,
Nikhil Naik,147,1,,,,10011,,,KKR,Kolkata Knight Riders,10011,,,1,,7,16,,43.75,,,,,,,,,,1,0,1.0,0.0,1,0,7.0,0,0,,7,7.0,,,2019,
Ricky Bhui,219,1,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,1,,7,12,,58.33,,,,,,,,,,0,0,0.0,0.0,1,0,7.0,0,0,,7,7.0,,,2019,
Trent Boult,66,5,,,,10011,,,DC,Delhi Capitals,10011,,,3,,7,4,,175.0,,,,,,,,,,0,1,0.0,1.0,1,2,7.0,0,0,,6,7.0,,,2019,
Deepak Chahar,91,17,,,,10011,,,CSK,Chennai Super Kings,10011,,,2,,7,9,,77.77,,,,,,,,,,1,0,1.0,0.0,2,0,3.5,0,0,,7,3.5,,,2019,
Jagadeesha Suchith,231,1,,,,10011,,,DC,Delhi Capitals,10011,,,1,,6,15,,40.0,,,,,,,,,,0,0,0.0,0.0,1,0,6.0,0,0,,6,6.0,,,2019,
Ish Sodhi,76,2,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,6,11,,54.54,,,,,,,,,,0,0,0.0,0.0,1,0,6.0,0,0,,6,6.0,,,2019,
Mayank Markande,87,3,,,,10011,,,MI,Mumbai Indians,10011,,,2,,6,5,,120.0,,,,,,,,,,1,0,1.0,0.0,1,1,6.0,0,0,,6,6.0,,,2019,
Sandeep Sharma,220,11,,,,10011,,,SRH,Sunrisers Hyderabad,10011,,,2,,6,3,,200.0,,,,,,,,,,1,0,1.0,0.0,0,2,0.0,0,0,,5*,0.0,,,2019,
Yuzvendra Chahal,10,14,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,3,,6,16,,37.5,,,,,,,,,,0,0,0.0,0.0,2,1,3.0,0,0,,4,3.0,,,2019,
Dhruv Shorey,92,1,,,,10011,,,CSK,Chennai Super Kings,10011,,,1,,5,8,,62.5,,,,,,,,,,0,0,0.0,0.0,1,0,5.0,0,0,,5,5.0,,,2019,
Karun Nair,131,1,,,,10011,,,PBKS,Punjab Kings,10011,,,1,,5,6,,83.33,,,,,,,,,,0,0,0.0,0.0,1,0,5.0,0,0,,5,5.0,,,2019,
Rasikh Salam,172,1,,,,10011,,,MI,Mumbai Indians,10011,,,1,,5,4,,125.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,5*,0.0,,,2019,
Dhawal Kulkarni,178,10,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,5,3,,166.66,,,,,,,,,,1,0,1.0,0.0,0,1,0.0,0,0,,5*,0.0,,,2019,
Avesh Khan,109,1,,,,10011,,,DC,Delhi Capitals,10011,,,1,,4,3,,133.33,,,,,,,,,,1,0,1.0,0.0,0,1,0.0,0,0,,4*,0.0,,,2019,
Hanuma Vihari,52,2,,,,10011,,,DC,Delhi Capitals,10011,,,2,,4,8,,50.0,,,,,,,,,,0,0,0.0,0.0,2,0,2.0,0,0,,2,2.0,,,2019,
Mohammed Siraj,63,9,,,,10011,,,RCB,Royal Challengers Bangalore,10011,,,4,,4,14,,28.57,,,,,,,,,,0,0,0.0,0.0,1,3,4.0,0,0,,3*,4.0,,,2019,
Barinder Sran,161,2,,,,10011,,,MI,Mumbai Indians,10011,,,1,,3,3,,100.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,3*,0.0,,,2019,
Ashton Turner,86,4,,,,10011,,,RR,Rajasthan Royals,10011,,,4,,3,10,,30.0,,,,,,,,,,0,0,0.0,0.0,3,1,1.0,0,0,,3*,1.0,,,2019,
Varun Aaron,197,5,,,,10011,,,RR,Rajasthan Royals,10011,,,1,,3,7,,42.85,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,3*,0.0,,,2019,
Hardus Viljoen,129,6,,,,10011,,,PBKS,Punjab Kings,10011,,,3,,3,7,,42.85,,,,,,,,,,0,0,0.0,0.0,2,1,1.5,0,0,,2*,1.5,,,2019,
Murugan Ashwin,135,10,,,,10011,,,PBKS,Punjab Kings,10011,,,3,,3,5,,60.0,,,,,,,,,,0,0,0.0,0.0,1,2,3.0,0,0,,1*,3.0,,,2019,
