StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Prabhsimran Singh,137,16,0000-00-00,1.0,Indian,203,2019-100mb00000000137-d774e3d1449c11,15.0,PBKS,Punjab Kings,203,15.0,2019-100mb00000000137-d774e3d1449c11,16,16.0,523,320,114.0,163.43,35.62,2.8,3.8,74.95,2.53,206.0,113.0,9.0,0.0,56,28,,,16,0,,4,0,0.0,91,32.69,2.0,1.0,2025,5436.0
Heinrich Klaasen,202,13,0000-00-00,1.0,Overseas,203,2019-100mb00000000202-438eed6944ba11,20.0,SRH,Sunrisers Hyderabad,203,20.0,2019-100mb00000000202-438eed6944ba11,13,18.0,487,282,64.0,172.69,22.69,4.4,4.2,65.29,2.23,218.0,134.0,16.0,1.0,42,25,,,11,2,243.5,1,1,0.0,105*,44.27,7.0,0.0,2025,3869.0
Priyansh Arya,3571,16,0000-00-00,0.0,Indian,203,2024-100mb00000003571-3dc322afabdd11,15.0,PBKS,Punjab Kings,203,15.0,2024-100mb00000003571-3dc322afabdd11,16,17.0,451,246,89.0,183.33,36.17,2.76,3.23,78.49,2.87,157.0,65.0,16.0,0.0,51,25,,,16,0,,2,1,0.0,103,28.19,7.0,0.0,2025,22052.0
Aiden Markram,287,13,0000-00-00,1.0,Overseas,203,2019-100mb00000000287-ca1a6bb17ae311,77.0,LSG,Lucknow Super Giants,203,77.0,2019-100mb00000000287-ca1a6bb17ae311,13,14.0,445,299,100.0,148.82,33.44,2.99,4.98,63.82,2.23,199.0,120.0,16.0,3.0,38,22,,,13,0,,5,0,0.0,66,34.23,7.0,0.0,2025,1667.0
Abhishek Sharma,212,14,0000-00-00,0.0,Indian,203,2019-100mb00000000212-9df3a24d44bc11,20.0,SRH,Sunrisers Hyderabad,203,20.0,2019-100mb00000000212-9df3a24d44bc11,13,23.0,439,227,80.0,193.39,35.24,2.83,3.06,80.18,2.98,147.0,61.0,10.0,2.0,46,28,,,13,0,,2,1,0.0,141,33.77,8.0,0.0,2025,3760.0
Rohit Sharma,6,15,0000-00-00,1.0,Indian,203,2018-100mb00000000006-2cf4bba8e99b11,17.0,MI,Mumbai Indians,203,17.0,2018-100mb00000000006-2cf4bba8e99b11,15,18.0,418,280,106.0,149.28,37.85,2.64,4.44,70.81,2.4,174.0,100.0,11.0,0.0,41,22,,,14,1,418.0,4,0,0.0,81,29.86,1.0,0.0,2025,107.0
Riyan Parag,189,14,0000-00-00,1.0,Indian,203,2019-100mb00000000189-ac8c327a44b711,18.0,RR,Rajasthan Royals,203,18.0,2019-100mb00000000189-ac8c327a44b711,14,12.0,393,236,74.0,166.52,31.35,3.18,4.37,68.7,2.42,162.0,93.0,15.0,0.0,27,27,,,12,2,196.5,1,0,0.0,95,32.75,8.0,0.0,2025,4445.0
Ajinkya Rahane,44,13,0000-00-00,1.0,Indian,203,2018-100mb00000000044-e03a43dbf88a11,16.0,KKR,Kolkata Knight Riders,203,16.0,2018-100mb00000000044-e03a43dbf88a11,12,17.0,390,264,99.0,147.72,37.5,2.66,4.71,67.69,2.36,165.0,92.0,17.0,0.0,36,20,,,11,1,390.0,3,0,0.0,61,35.45,5.0,0.0,2025,135.0
Ryan Rickelton,743,14,0000-00-00,0.0,Overseas,203,2021-100mb00000000743-056fd8cd648611,17.0,MI,Mumbai Indians,203,17.0,2021-100mb00000000743-056fd8cd648611,14,14.0,388,257,107.0,150.97,41.63,2.4,4.01,74.74,2.58,150.0,74.0,12.0,0.0,47,17,,,13,1,388.0,3,0,0.0,62*,29.85,11.0,5.0,2025,22003.0
Phil Salt,1220,12,0000-00-00,1.0,Overseas,203,2022-100mb00000001220-372333e3f9f711,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2022-100mb00000001220-372333e3f9f711,12,25.0,387,220,84.0,175.9,38.18,2.61,3.28,80.1,2.84,136.0,61.0,8.0,0.0,46,21,,,11,1,387.0,4,0,0.0,65,35.18,8.0,0.0,2025,5606.0
Travis Head,37,13,0000-00-00,0.0,Overseas,203,2018-100mb00000000037-4e250de6f88a11,20.0,SRH,Sunrisers Hyderabad,203,20.0,2018-100mb00000000037-4e250de6f88a11,12,33.0,374,230,90.0,162.6,39.13,2.55,3.53,77.54,2.67,140.0,66.0,9.0,0.0,50,15,,,12,0,,3,0,0.0,76,31.17,3.0,0.0,2025,1020.0
Shivam Dube,211,14,0000-00-00,0.0,Indian,203,2019-100mb00000000211-dc1f6a2544bb11,13.0,CSK,Chennai Super Kings,203,13.0,2019-100mb00000000211-dc1f6a2544bb11,14,29.0,357,270,95.0,132.22,35.18,2.84,6.27,59.94,2.04,175.0,121.0,11.0,0.0,22,21,,,11,3,119.0,1,0,0.0,50,32.45,4.0,0.0,2025,5431.0
Ishan Kishan,164,14,0000-00-00,0.0,Indian,203,2019-100mb00000000164-8ae075db44ad11,20.0,SRH,Sunrisers Hyderabad,203,20.0,2019-100mb00000000164-8ae075db44ad11,13,22.0,354,232,68.0,152.58,29.31,3.41,4.83,62.71,2.15,164.0,100.0,16.0,0.0,33,15,,,10,3,118.0,1,1,0.0,106*,35.40,8.0,0.0,2025,2975.0
Nehal Wadhera,1541,15,0000-00-00,0.0,Indian,203,2022-100mb00000001541-e0ad58e954e911,15.0,PBKS,Punjab Kings,203,15.0,2022-100mb00000001541-e0ad58e954e911,14,14.0,354,235,81.0,150.63,34.46,2.9,4.89,65.53,2.29,154.0,91.0,14.0,1.0,28,20,,,11,3,118.0,2,0,0.0,70,32.18,6.0,0.0,2025,5859.0
N Tilak Varma,993,16,0000-00-00,0.0,Indian,203,2022-100mb00000000993-60c58f9ea44c11,17.0,MI,Mumbai Indians,203,17.0,2022-100mb00000000993-60c58f9ea44c11,13,20.0,343,248,76.0,138.3,30.64,3.26,6.35,54.81,1.99,172.0,113.0,18.0,2.0,23,16,,,11,2,171.5,2,0,0.0,59,31.18,9.0,0.0,2025,20594.0
Dhruv Jurel,1004,14,0000-00-00,1.0,Indian,203,2022-100mb00000001004-da6e207ea44e11,18.0,RR,Rajasthan Royals,203,18.0,2022-100mb00000001004-da6e207ea44e11,13,13.0,333,213,68.0,156.33,31.92,3.13,4.84,66.06,2.29,145.0,89.0,12.0,0.0,22,22,,,9,4,83.25,2,0,0.0,70,37.00,7.0,0.0,2025,20620.0
Ayush Badoni,985,14,0000-00-00,1.0,Indian,203,2022-100mb00000000985-f5950061a44811,77.0,LSG,Lucknow Super Giants,203,77.0,2022-100mb00000000985-f5950061a44811,11,16.0,329,222,65.0,148.19,29.27,3.41,5.41,58.35,2.09,157.0,96.0,19.0,1.0,27,14,,,10,1,329.0,2,0,0.0,74,32.90,4.0,0.0,2025,20586.0
Abishek Porel,1580,13,0000-00-00,0.0,Indian,203,2022-100mb00000001580-2e206f715b5511,14.0,DC,Delhi Capitals,203,14.0,2022-100mb00000001580-2e206f715b5511,13,7.0,301,205,60.0,146.82,29.26,3.41,5.12,61.12,2.07,145.0,93.0,12.0,0.0,28,12,,,12,1,301.0,1,0,0.0,51,25.08,3.0,0.0,2025,33333.0
Ravindra Jadeja,46,14,0000-00-00,0.0,Indian,203,2018-100mb00000000046-06b5ba89f88b11,13.0,CSK,Chennai Super Kings,203,13.0,2018-100mb00000000046-06b5ba89f88b11,14,9.0,301,222,64.0,135.58,28.82,3.46,6.34,53.15,1.9,158.0,105.0,18.0,0.0,25,10,,,9,5,60.2,2,0,0.0,77*,33.44,6.0,0.0,2025,9.0
Tristan Stubbs,1017,14,0000-00-00,1.0,Overseas,203,2022-100mb00000001017-3e376712cc7911,14.0,DC,Delhi Capitals,203,14.0,2022-100mb00000001017-3e376712cc7911,13,4.0,300,199,41.0,150.75,20.6,4.85,5.52,55.33,1.89,158.0,110.0,12.0,0.0,25,11,,,6,7,42.85,0,0,0.0,41*,50.00,10.0,1.0,2025,20631.0
Angkrish Raghuvanshi,787,12,2004-06-06,1.0,Indian,203,20214a2b63d55d7711ec9c9202ea608,16.0,KKR,Kolkata Knight Riders,203,16.0,20214a2b63d55d7711ec9c9202ea608,11,8.0,300,215,59.0,139.53,27.44,3.64,5.65,56.0,1.92,156.0,105.0,12.0,1.0,30,8,,,9,2,150.0,1,0,0.0,50,33.33,2.0,0.0,2025,20690.0
Sherfane Rutherford,122,13,0000-00-00,0.0,Overseas,203,2019-100mb00000000122-ba35f672449711,35.0,GT,Gujarat Titans,203,35.0,2019-100mb00000000122-ba35f672449711,11,24.0,291,185,59.0,157.29,31.89,3.13,4.62,67.35,2.3,126.0,77.0,9.0,0.0,22,18,,,9,2,145.5,0,0,0.0,46,32.33,1.0,0.0,2025,5396.0
Shashank Singh,191,16,0000-00-00,1.0,Indian,203,2019-100mb00000000191-df21803b44b711,15.0,PBKS,Punjab Kings,203,15.0,2019-100mb00000000191-df21803b44b711,13,12.0,289,198,50.0,145.95,25.25,3.96,6.18,52.59,1.95,148.0,96.0,19.0,1.0,20,12,,,7,6,48.16,2,0,0.0,59*,41.29,7.0,0.0,2025,3261.0
Rajat Patidar,597,14,0000-00-00,1.0,Indian,203,2021-100mb00000000597-a0edfee691e511,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2021-100mb00000000597-a0edfee691e511,13,15.0,286,201,60.0,142.28,29.85,3.35,5.58,58.74,2.02,141.0,92.0,13.0,0.0,24,12,,,12,1,286.0,2,0,0.0,64,23.83,2.0,0.0,2025,5471.0
Sanju Samson,190,9,0000-00-00,1.0,Indian,203,2019-100mb00000000190-c62cbae544b711,18.0,RR,Rajasthan Royals,203,18.0,2019-100mb00000000190-c62cbae544b711,9,6.0,285,203,72.0,140.39,35.46,2.81,5.07,65.26,2.17,131.0,84.0,6.0,1.0,27,13,,,8,1,285.0,1,0,0.0,66,35.63,4.0,1.0,2025,258.0
Rishabh Pant,18,14,0000-00-00,0.0,Indian,203,2018-100mb00000000018-6e65e6f7e99c11,77.0,LSG,Lucknow Super Giants,203,77.0,2018-100mb00000000018-6e65e6f7e99c11,13,12.0,269,202,91.0,133.16,45.04,2.21,5.17,69.88,2.42,111.0,63.0,9.0,0.0,23,16,,,11,2,134.5,1,1,0.0,118*,24.45,5.0,1.0,2025,2972.0
Axar Patel,110,12,0000-00-00,0.0,Indian,203,2019-100mb00000000110-79ae08f5449411,14.0,DC,Delhi Capitals,203,14.0,2019-100mb00000000110-79ae08f5449411,11,5.0,263,167,55.0,157.48,32.93,3.03,4.39,69.2,2.34,112.0,67.0,7.0,0.0,23,15,,,10,1,263.0,0,0,0.0,43,26.30,4.0,0.0,2025,1113.0
Vaibhav Suryavanshi,3498,7,0000-00-00,0.0,Indian,203,2024-100mb00000003498-c9c3dc7da24b11,18.0,RR,Rajasthan Royals,203,18.0,2024-100mb00000003498-c9c3dc7da24b11,7,9.0,252,122,46.0,206.55,37.7,2.65,2.9,85.71,3.31,76.0,32.0,2.0,0.0,18,24,,,7,0,,1,1,0.0,101,36.00,0.0,0.0,2025,22203.0
Naman Dhir,3107,16,0000-00-00,1.0,Indian,203,2024-100mb00000003107-805cae57df9b11,17.0,MI,Mumbai Indians,203,17.0,2024-100mb00000003107-805cae57df9b11,12,9.0,252,138,35.0,182.6,25.36,3.94,3.72,69.04,2.44,103.0,56.0,9.0,0.0,24,13,,,8,4,63.0,0,0,0.0,46,31.50,12.0,0.0,2025,20701.0
Devdutt Padikkal,200,10,0000-00-00,0.0,Indian,203,2019-100mb00000000200-1283ad3244ba11,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2019-100mb00000000200-1283ad3244ba11,10,12.0,247,164,59.0,150.6,35.97,2.77,4.68,68.01,2.35,105.0,63.0,6.0,0.0,21,14,,,9,1,247.0,2,0,0.0,61,27.44,1.0,0.0,2025,5430.0
Sunil Narine,156,12,0000-00-00,0.0,Overseas,203,2019-100mb00000000156-a6b6f42c44aa11,16.0,KKR,Kolkata Knight Riders,203,16.0,2019-100mb00000000156-a6b6f42c44aa11,12,25.0,246,144,71.0,170.83,49.3,2.02,3.27,86.99,3.36,73.0,26.0,3.0,0.0,25,19,,,11,1,246.0,0,0,0.0,44,22.36,3.0,0.0,2025,203.0
Ayush Mhatre,3497,7,0000-00-00,1.0,Indian,203,2024-100mb00000003497-dc521b85a24811,13.0,CSK,Chennai Super Kings,203,13.0,2024-100mb00000003497-dc521b85a24811,7,4.0,240,127,41.0,188.97,32.28,3.09,3.02,79.16,2.79,86.0,38.0,6.0,0.0,31,11,,,7,0,,1,0,0.0,94,34.29,4.0,0.0,2025,22377.0
Josh Inglis,647,10,0000-00-00,1.0,Overseas,203,2021-100mb00000000647-9259e0ee2fe911,15.0,PBKS,Punjab Kings,203,15.0,2021-100mb00000000647-9259e0ee2fe911,10,9.0,239,148,55.0,161.48,37.16,2.69,4.0,71.96,2.56,93.0,45.0,11.0,0.0,25,12,,,8,2,119.5,1,0,0.0,73,29.88,9.0,1.0,2025,22372.0
Shimron Hetmyer,210,14,0000-00-00,0.0,Overseas,203,2019-100mb00000000210-b8addb3444bb11,18.0,RR,Rajasthan Royals,203,18.0,2019-100mb00000000210-b8addb3444bb11,13,19.0,239,164,50.0,145.73,30.48,3.28,5.85,56.06,2.09,114.0,67.0,19.0,0.0,17,11,,,11,2,119.5,1,0,0.0,52,21.73,13.0,0.0,2025,1705.0
Jitesh Sharma,1000,14,0000-00-00,1.0,Indian,203,2022-100mb00000001000-d90666b7a44d11,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2022-100mb00000001000-d90666b7a44d11,10,8.0,237,138,48.0,171.73,34.78,2.87,3.72,75.1,2.63,90.0,47.0,6.0,0.0,22,15,,,6,4,59.25,1,0,0.0,85*,39.50,18.0,1.0,2025,3185.0
Aniket Verma,3576,14,0000-00-00,1.0,Indian,203,2024-100mb00000003576-caeb1dadabdf11,20.0,SRH,Sunrisers Hyderabad,203,20.0,2024-100mb00000003576-caeb1dadabdf11,12,10.0,236,142,52.0,166.19,36.61,2.73,4.43,71.18,2.62,90.0,48.0,10.0,0.0,12,20,,,9,3,78.66,1,0,0.0,74,26.22,6.0,0.0,2025,22082.0
Will Jacks,1941,13,0000-00-00,1.0,Overseas,203,2023-100mb00000001941-9401571cc40411,17.0,MI,Mumbai Indians,203,17.0,2023-100mb00000001941-9401571cc40411,11,6.0,233,172,64.0,135.46,37.2,2.68,5.21,66.09,2.15,108.0,71.0,4.0,0.0,22,11,,,10,1,233.0,1,0,0.0,53,23.30,6.0,0.0,2025,5629.0
Dewald Brevis,797,6,2003-04-29,1.0,Overseas,203,202265c5509b72a911ec8ab502ab46c,13.0,CSK,Chennai Super Kings,203,13.0,202265c5509b72a911ec8ab502ab46c,6,5.0,225,125,33.0,180.0,26.4,3.78,4.16,68.44,2.44,92.0,53.0,9.0,0.0,13,17,,,6,0,,2,0,0.0,57,37.50,6.0,0.0,2025,20593.0
Hardik Pandya,54,15,0000-00-00,1.0,Indian,203,2018-100mb00000000054-e3ebefa2050a11,17.0,MI,Mumbai Indians,203,17.0,2018-100mb00000000054-e3ebefa2050a11,12,15.0,224,137,42.0,163.5,30.65,3.26,4.56,64.28,2.35,95.0,54.0,10.0,0.0,18,12,,,9,3,74.66,0,0,0.0,48*,24.89,3.0,0.0,2025,2740.0
Nitish Rana,148,11,0000-00-00,0.0,Indian,203,2019-100mb00000000148-ef59629644a811,18.0,RR,Rajasthan Royals,203,18.0,2019-100mb00000000148-ef59629644a811,11,14.0,217,134,48.0,161.94,35.82,2.79,3.72,74.65,2.52,86.0,45.0,5.0,0.0,27,9,,,10,1,217.0,2,0,0.0,81,21.70,2.0,0.0,2025,2738.0
Rinku Singh,152,13,0000-00-00,0.0,Indian,203,2019-100mb00000000152-335aed3d44aa11,16.0,KKR,Kolkata Knight Riders,203,16.0,2019-100mb00000000152-335aed3d44aa11,11,7.0,206,134,47.0,153.73,35.07,2.85,4.46,67.96,2.36,87.0,48.0,9.0,0.0,20,10,,,7,4,51.5,0,0,0.0,38*,29.43,9.0,0.0,2025,3830.0
Ashutosh Sharma,3109,13,0000-00-00,1.0,Indian,203,2024-100mb00000003109-b7f98c40df9d11,14.0,DC,Delhi Capitals,203,14.0,2024-100mb00000003109-b7f98c40df9d11,9,15.0,204,127,38.0,160.62,29.92,3.34,4.7,65.68,2.29,89.0,54.0,8.0,0.0,14,13,,,7,2,102.0,1,0,0.0,66*,29.14,2.0,0.0,2025,20703.0
Faf Du Plessis,94,9,0000-00-00,1.0,Overseas,203,2019-100mb00000000094-1e8fa14543ee11,14.0,DC,Delhi Capitals,203,14.0,2019-100mb00000000094-1e8fa14543ee11,9,21.0,202,163,63.0,123.92,38.65,2.58,6.26,59.4,2.02,100.0,66.0,8.0,0.0,18,8,,,9,0,,2,0,0.0,62,22.44,4.0,0.0,2025,24.0
Karun Nair,131,8,0000-00-00,1.0,Indian,203,2019-100mb00000000131-ce55104a449a11,14.0,DC,Delhi Capitals,203,14.0,2019-100mb00000000131-ce55104a449a11,8,16.0,198,115,42.0,172.17,36.52,2.73,3.38,78.78,2.71,73.0,36.0,3.0,0.0,24,10,,,8,0,,1,0,0.0,89,24.75,2.0,0.0,2025,276.0
MS Dhoni,57,14,0000-00-00,1.0,Indian,203,2019-100mb00000000057-57100cf415ba11,13.0,CSK,Chennai Super Kings,203,13.0,2019-100mb00000000057-57100cf415ba11,13,17.0,196,145,49.0,135.17,33.79,2.95,6.04,61.22,2.04,96.0,68.0,4.0,0.0,12,12,,,8,5,39.2,0,0,0.0,30*,24.50,6.0,5.0,2025,1.0
Rachin Ravindra,724,8,0000-00-00,0.0,Overseas,203,2021-100mb00000000724-7645abdd460011,13.0,CSK,Chennai Super Kings,203,13.0,2021-100mb00000000724-7645abdd460011,8,7.0,191,149,48.0,128.18,32.21,3.1,6.77,50.26,1.89,101.0,64.0,14.0,1.0,18,4,,,7,1,191.0,1,0,0.0,65*,27.29,2.0,0.0,2025,20684.0
Tim David,636,12,0000-00-00,1.0,Overseas,203,2021-100mb00000000636-9e985b64160411,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2021-100mb00000000636-9e985b64160411,9,8.0,187,101,38.0,185.14,37.62,2.65,3.36,79.14,2.96,63.0,27.0,6.0,0.0,16,14,,,3,6,31.16,1,0,0.0,50*,62.33,7.0,0.0,2025,4524.0
Nitish Kumar Reddy,1944,13,0000-00-00,1.0,Indian,203,2023-100mb00000001944-c9a4b0e8c40511,20.0,SRH,Sunrisers Hyderabad,203,20.0,2023-100mb00000001944-c9a4b0e8c40511,11,13.0,182,153,51.0,118.95,33.33,3.0,7.65,48.35,1.78,102.0,71.0,10.0,1.0,16,4,,,8,3,60.66,0,0,0.0,32,22.75,6.0,0.0,2025,5711.0
Shahrukh Khan,590,15,0000-00-00,1.0,Indian,203,2021-100mb00000000590-85eaa6f291e011,35.0,GT,Gujarat Titans,203,35.0,2021-100mb00000000590-85eaa6f291e011,11,9.0,179,100,26.0,179.0,26.0,3.84,4.16,68.15,2.41,74.0,43.0,7.0,0.0,11,13,,,6,5,35.8,1,0,0.0,57,29.83,5.0,0.0,2025,7779.0
Andre Russell,141,13,0000-00-00,1.0,Overseas,203,2019-100mb00000000141-e67c41d144a711,16.0,KKR,Kolkata Knight Riders,203,16.0,2019-100mb00000000141-e67c41d144a711,10,13.0,167,102,53.0,163.72,51.96,1.92,3.4,88.62,3.4,49.0,19.0,0.0,0.0,16,14,,,9,1,167.0,1,0,0.0,57*,18.56,4.0,0.0,2025,177.0
Abdul Samad,525,13,0000-00-00,1.0,Indian,203,2020-100mb00000000525-4d2e1ac6639511,77.0,LSG,Lucknow Super Giants,203,77.0,2020-100mb00000000525-4d2e1ac6639511,12,10.0,164,93,27.0,176.34,29.03,3.44,4.22,70.73,2.48,66.0,40.0,4.0,0.0,8,14,,,8,4,41.0,0,0,0.0,45,20.50,4.0,0.0,2025,19352.0
Devon Conway,601,6,0000-00-00,0.0,Overseas,203,2021-100mb00000000601-517399b0ceaf11,13.0,CSK,Chennai Super Kings,203,13.0,2021-100mb00000000601-517399b0ceaf11,6,22.0,156,119,45.0,131.09,37.81,2.64,5.66,58.97,2.1,74.0,42.0,11.0,0.0,17,4,,,6,0,,2,0,0.0,69,26.00,2.0,0.0,2025,20572.0
Marcus Stoinis,23,12,0000-00-00,1.0,Overseas,203,2018-100mb00000000023-201fd633e99d11,15.0,PBKS,Punjab Kings,203,15.0,2018-100mb00000000023-201fd633e99d11,10,15.0,154,84,30.0,183.33,35.71,2.8,3.81,75.32,2.85,54.0,26.0,6.0,0.0,8,14,,,5,5,30.8,0,0,0.0,44*,30.80,1.0,0.0,2025,964.0
David Miller,128,11,0000-00-00,0.0,Overseas,203,2019-100mb00000000128-e95bebea449911,77.0,LSG,Lucknow Super Giants,203,77.0,2019-100mb00000000128-e95bebea449911,11,9.0,153,120,36.0,127.5,30.0,3.33,7.05,49.67,1.82,84.0,57.0,10.0,0.0,13,4,,,5,6,25.5,0,0,0.0,27*,30.60,5.0,0.0,2025,187.0
Quinton De Kock,170,8,0000-00-00,0.0,Overseas,203,2019-100mb00000000170-9429250944ae11,16.0,KKR,Kolkata Knight Riders,203,16.0,2019-100mb00000000170-9429250944ae11,8,21.0,152,117,48.0,129.91,41.02,2.43,5.85,67.1,2.2,69.0,48.0,1.0,0.0,9,11,,,7,1,152.0,1,0,0.0,97*,21.71,3.0,0.0,2025,834.0
Vipraj Nigam,3560,14,0000-00-00,1.0,Indian,203,2024-100mb00000003560-cd0dc81babd711,14.0,DC,Delhi Capitals,203,14.0,2024-100mb00000003560-cd0dc81babd711,8,6.0,142,79,27.0,179.74,34.17,2.92,3.43,76.05,2.73,52.0,26.0,2.0,0.0,15,8,,,7,1,142.0,0,0,0.0,39,20.29,3.0,0.0,2025,22053.0
Venkatesh Iyer,584,11,0000-00-00,0.0,Indian,203,2021-100mb00000000584-a3f48c1791dd11,16.0,KKR,Kolkata Knight Riders,203,16.0,2021-100mb00000000584-a3f48c1791dd11,7,8.0,142,102,38.0,139.21,37.25,2.68,5.36,59.15,2.21,64.0,35.0,9.0,0.0,15,4,,,7,0,,1,0,0.0,60,20.29,4.0,0.0,2025,8540.0
Washington Sundar,20,6,0000-00-00,0.0,Indian,203,2018-100mb00000000020-9223b16ce99c11,35.0,GT,Gujarat Titans,203,35.0,2018-100mb00000000020-9223b16ce99c11,5,5.0,133,80,19.0,166.25,23.75,4.21,4.7,61.65,2.18,61.0,38.0,5.0,1.0,10,7,,,5,0,,0,0,0.0,49,26.60,3.0,0.0,2025,2973.0
Ruturaj Gaikwad,102,5,0000-00-00,1.0,Indian,203,2019-100mb00000000102-28e7fca043fc11,13.0,CSK,Chennai Super Kings,203,13.0,2019-100mb00000000102-28e7fca043fc11,5,1.0,122,81,30.0,150.61,37.03,2.7,4.5,65.57,2.39,51.0,25.0,7.0,1.0,14,4,,,5,0,,2,0,0.0,63,24.40,3.0,0.0,2025,5443.0
Sameer Rizvi,1229,5,0000-00-00,1.0,Indian,203,2022-100mb00000001229-0174f02b040d11,14.0,DC,Delhi Capitals,203,14.0,2022-100mb00000001229-0174f02b040d11,4,6.0,121,79,27.0,153.16,34.17,2.92,4.38,71.07,2.32,52.0,33.0,1.0,0.0,11,7,,,3,1,121.0,1,0,0.0,58*,40.33,2.0,0.0,2025,20689.0
Vijay Shankar,61,6,0000-00-00,1.0,Indian,203,2019-100mb00000000061-6d68257c17f311,13.0,CSK,Chennai Super Kings,203,13.0,2019-100mb00000000061-6d68257c17f311,5,6.0,118,91,23.0,129.67,25.27,3.95,8.27,42.37,1.73,68.0,46.0,11.0,0.0,8,3,,,3,2,59.0,1,0,0.0,69*,39.33,2.0,0.0,2025,1083.0
Sam Curran,138,5,0000-00-00,0.0,Overseas,203,2019-100mb00000000138-5bd8fcf6449d11,13.0,CSK,Chennai Super Kings,203,13.0,2019-100mb00000000138-5bd8fcf6449d11,5,7.0,114,84,28.0,135.71,33.33,3.0,5.6,59.64,2.03,56.0,36.0,5.0,0.0,11,4,,,5,0,,1,0,0.0,88,22.80,3.0,0.0,2025,2939.0
Shubham Dubey,3112,9,0000-00-00,0.0,Indian,203,2024-100mb00000003112-76787b7ddf9f11,18.0,RR,Rajasthan Royals,203,18.0,2024-100mb00000003112-76787b7ddf9f11,8,2.0,106,66,22.0,160.6,33.33,3.0,4.71,67.92,2.4,44.0,26.0,4.0,0.0,6,8,,,4,4,26.5,0,0,0.0,34*,26.50,1.0,0.0,2025,20688.0
Krunal Pandya,17,14,0000-00-00,0.0,Indian,203,2018-100mb00000000017-5e389774e99c11,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2018-100mb00000000017-5e389774e99c11,6,4.0,105,81,32.0,129.62,39.5,2.53,6.23,57.14,2.14,49.0,27.0,9.0,0.0,9,4,,,5,1,105.0,1,0,0.0,73*,21.00,5.0,0.0,2025,3183.0
Rahul Tewatia,120,15,0000-00-00,0.0,Indian,203,2019-100mb00000000120-7489ddcc449711,35.0,GT,Gujarat Titans,203,35.0,2019-100mb00000000120-7489ddcc449711,12,5.0,99,59,18.0,167.79,30.5,3.27,4.53,66.66,2.41,41.0,23.0,5.0,0.0,6,7,,,8,4,24.75,0,0,0.0,24*,12.38,4.0,0.0,2025,1749.0
Pat Cummins,33,14,0000-00-00,1.0,Overseas,203,2018-100mb00000000033-d93110bbf88911,20.0,SRH,Sunrisers Hyderabad,203,20.0,2018-100mb00000000033-d93110bbf88911,9,4.0,97,58,19.0,167.24,32.75,3.05,4.46,68.04,2.48,39.0,21.0,5.0,0.0,6,7,,,4,5,19.4,0,0,0.0,22*,24.25,5.0,0.0,2025,488.0
Manish Pandey,16,3,0000-00-00,1.0,Indian,203,2018-100mb00000000016-483406cee99c11,16.0,KKR,Kolkata Knight Riders,203,16.0,2018-100mb00000000016-483406cee99c11,3,4.0,92,65,20.0,141.53,30.76,3.25,6.5,54.34,2.04,45.0,28.0,7.0,0.0,5,5,,,2,1,92.0,0,0,0.0,37,46.00,0.0,0.0,2025,123.0
Kamindu Mendis,627,5,0000-00-00,0.0,Overseas,203,2021-100mb00000000627-efccfcf90bd211,20.0,SRH,Sunrisers Hyderabad,203,20.0,2021-100mb00000000627-efccfcf90bd211,5,10.0,92,69,22.0,133.33,31.88,3.13,7.66,43.47,1.95,47.0,24.0,14.0,0.0,7,2,,,3,2,46.0,0,0,0.0,32*,30.67,1.0,0.0,2025,22077.0
Liam Livingstone,183,9,0000-00-00,1.0,Overseas,203,2019-100mb00000000183-f4a991db44b611,19.0,RCB,Royal Challengers Bengaluru,203,19.0,2019-100mb00000000183-f4a991db44b611,7,2.0,87,69,32.0,126.08,46.37,2.15,6.27,66.66,2.35,37.0,23.0,3.0,0.0,4,7,,,6,1,87.0,1,0,0.0,54,14.50,3.0,0.0,2025,3644.0
Jonny Bairstow,216,2,0000-00-00,1.0,Overseas,203,2019-100mb00000000216-33c1188144bd11,17.0,MI,Mumbai Indians,203,17.0,2019-100mb00000000216-33c1188144bd11,2,7.0,85,46,14.0,184.78,30.43,3.28,3.83,68.23,2.65,32.0,13.0,7.0,0.0,7,5,,,2,0,,0,0,0.0,47,42.50,1.0,0.0,2025,506.0
